sku_id,on_hand_units,on_order_units,lead_time_days,lead_time_demand,forward_demand,projected_stock_at_lead_time,stockout_risk,overstock_risk,quadrant,recommended_action,sales_at_risk_value,capital_locked_value,value_at_stake,sku_name_x,category_x,sku_name_y,category_y
SKU04836,329.0,0.0,14.0,10.85,61.36,318.15,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,68391.48,68391.48,TrueTaste Spices & Seasoning 250ml,Grocery,TrueTaste Spices & Seasoning 250ml,Grocery
SKU00525,157.0,0.0,14.0,10.18,58.15,146.82,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67946.78,67946.78,SparkleClean First Aid 1kg,Health & Wellness,SparkleClean First Aid 1kg,Health & Wellness
SKU00586,89.0,0.0,14.0,8.1,49.27,80.9,0.0,0.538,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67753.85,67753.85,HealthFirst Batteries 500g,Electronics & Accessories,HealthFirst Batteries 500g,Electronics & Accessories
SKU02135,144.0,0.0,14.0,10.48,67.64,133.52,0.0,0.753,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67723.04,67723.04,HealthFirst Mobile Accessories 1kg,Electronics & Accessories,HealthFirst Mobile Accessories 1kg,Electronics & Accessories
SKU02406,456.0,0.0,14.0,9.43,56.71,446.57,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67432.28,67432.28,QuickBite Soft Drinks Small,Beverages,QuickBite Soft Drinks Small,Beverages
SKU03643,491.0,0.0,14.0,10.07,58.29,480.93,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67390.16,67390.16,BasicNeeds Bread 250ml,Dairy & Bakery,BasicNeeds Bread 250ml,Dairy & Bakery
SKU00509,489.0,0.0,14.0,19.66,100.36,469.34,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67386.17,67386.17,UrbanBite Flour & Atta 2L,Grocery,UrbanBite Flour & Atta 2L,Grocery
SKU02723,86.0,0.0,14.0,9.05,52.83,76.95,0.0,0.419,Healthy,No restock needed; inventory position is healthy.,0.0,67360.67,67360.67,GreenValley Women's Wear Family Pack,Apparel & Footwear,GreenValley Women's Wear Family Pack,Apparel & Footwear
SKU02758,495.0,0.0,14.0,7.03,45.24,487.97,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67359.9,67359.9,FreshFarm Office Supplies Family Pack,Stationery & Office,FreshFarm Office Supplies Family Pack,Stationery & Office
SKU02425,169.0,0.0,14.0,7.47,47.13,161.53,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67327.82,67327.82,CrispKing Kids Wear 250g,Apparel & Footwear,CrispKing Kids Wear 250g,Apparel & Footwear
SKU01342,399.0,0.0,14.0,10.49,61.88,388.51,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67227.53,67227.53,DailyBest Surface Cleaners 500g,Home Care,DailyBest Surface Cleaners 500g,Home Care
SKU01516,386.0,0.0,14.0,14.32,75.61,371.68,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67193.25,67193.25,ZestyCo Skin Care 250g,Personal Care,ZestyCo Skin Care 250g,Personal Care
SKU03369,126.0,0.0,14.0,7.53,46.01,118.47,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67122.01,67122.01,FamilyChoice Small Appliances Pack of 6,Electronics & Accessories,FamilyChoice Small Appliances Pack of 6,Electronics & Accessories
SKU00693,188.0,0.0,14.0,18.47,95.13,169.53,0.0,0.651,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67093.51,67093.51,CityFresh Storage & Containers Pack of 12,Home & Kitchen,CityFresh Storage & Containers Pack of 12,Home & Kitchen
SKU00298,388.0,0.0,14.0,18.95,114.05,369.05,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,67000.74,67000.74,GreenValley Writing Instruments 250ml,Stationery & Office,GreenValley Writing Instruments 250ml,Stationery & Office
SKU03275,188.0,0.0,14.0,13.86,77.41,174.14,0.0,0.952,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66918.81,66918.81,FamilyChoice Vitamins & Supplements Pack of 12,Health & Wellness,FamilyChoice Vitamins & Supplements Pack of 12,Health & Wellness
SKU02659,251.0,0.0,14.0,18.07,101.7,232.93,0.0,0.979,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66912.0,66912.0,UrbanBite Men's Wear 250ml,Apparel & Footwear,UrbanBite Men's Wear 250ml,Apparel & Footwear
SKU01270,445.0,0.0,14.0,13.33,82.31,431.67,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66909.93,66909.93,NutriPlus Laundry Family Pack,Home Care,NutriPlus Laundry Family Pack,Home Care
SKU03561,190.0,0.0,14.0,7.96,50.67,182.04,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66886.16,66886.16,NovaFresh Hair Care 500g,Personal Care,NovaFresh Hair Care 500g,Personal Care
SKU02389,241.0,0.0,14.0,19.71,109.19,221.29,0.0,0.805,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66696.84,66696.84,HomeStyle Frozen Meat Pack of 6,Frozen Foods,HomeStyle Frozen Meat Pack of 6,Frozen Foods
SKU04850,428.0,0.0,14.0,7.35,46.83,420.65,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66606.01,66606.01,NovaFresh Air Fresheners 1L,Home Care,NovaFresh Air Fresheners 1L,Home Care
SKU00934,192.0,0.0,14.0,16.41,91.09,175.59,0.0,0.739,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66534.7,66534.7,ValueChoice Ready Meals 500ml,Frozen Foods,ValueChoice Ready Meals 500ml,Frozen Foods
SKU02341,290.0,0.0,14.0,8.57,51.86,281.43,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66204.6,66204.6,MetroBrand Skin Care Pack of 12,Personal Care,MetroBrand Skin Care Pack of 12,Personal Care
SKU03880,172.0,0.0,14.0,8.26,53.08,163.74,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66165.97,66165.97,GoldenHarvest Skin Care 500g,Personal Care,GoldenHarvest Skin Care 500g,Personal Care
SKU01575,254.0,0.0,14.0,10.35,59.29,243.65,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,66071.24,66071.24,FreshFarm Frozen Meat 1L,Frozen Foods,FreshFarm Frozen Meat 1L,Frozen Foods
SKU03885,301.0,0.0,14.0,17.69,91.67,283.31,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65892.74,65892.74,MetroBrand Pest Control 500ml,Home Care,MetroBrand Pest Control 500ml,Home Care
SKU00893,107.0,0.0,14.0,202.3,708.94,-95.3,0.471,0.0,Healthy,No restock needed; inventory position is healthy.,65820.5,0.0,65820.5,FreshFarm Hair Care 2L,Personal Care,FreshFarm Hair Care 2L,Personal Care
SKU02808,315.0,0.0,14.0,19.76,106.44,295.24,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65802.68,65802.68,GoldenHarvest Surface Cleaners Pack of 12,Home Care,GoldenHarvest Surface Cleaners Pack of 12,Home Care
SKU01131,124.0,0.0,14.0,11.49,64.94,112.51,0.0,0.606,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65774.47,65774.47,HomeStyle Mobile Accessories 500g,Electronics & Accessories,HomeStyle Mobile Accessories 500g,Electronics & Accessories
SKU00820,269.0,0.0,14.0,7.5,46.58,261.5,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65502.33,65502.33,FamilyChoice Rice & Grains Small,Grocery,FamilyChoice Rice & Grains Small,Grocery
SKU04108,406.0,0.0,14.0,9.97,57.07,396.03,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65469.77,65469.77,PremiumSelect Juices Family Pack,Beverages,PremiumSelect Juices Family Pack,Beverages
SKU00886,3.0,0.0,14.0,46.28,197.73,-43.28,0.935,0.0,Reorder now,Raise a replenishment order before stock runs out.,65386.61,0.0,65386.61,HomeStyle Mobile Accessories Pack of 12,Electronics & Accessories,HomeStyle Mobile Accessories Pack of 12,Electronics & Accessories
SKU00377,557.0,0.0,14.0,12.12,71.59,544.88,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65350.17,65350.17,FamilyChoice Writing Instruments Pack of 12,Stationery & Office,FamilyChoice Writing Instruments Pack of 12,Stationery & Office
SKU00633,705.0,0.0,14.0,15.73,91.8,689.27,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65311.63,65311.63,EverydayPlus Energy Drinks 500ml,Beverages,EverydayPlus Energy Drinks 500ml,Beverages
SKU02943,231.0,0.0,14.0,21.15,104.21,209.85,0.0,0.811,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65285.84,65285.84,NatureBlend Batteries 1L,Electronics & Accessories,NatureBlend Batteries 1L,Electronics & Accessories
SKU01667,600.0,0.0,14.0,12.72,68.0,587.28,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65138.52,65138.52,EliteHome Candy Medium,Snacks & Confectionery,EliteHome Candy Medium,Snacks & Confectionery
SKU04997,246.0,0.0,14.0,14.49,74.08,231.51,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,65016.16,65016.16,CrispKing Pest Control 250ml,Home Care,CrispKing Pest Control 250ml,Home Care
SKU02564,400.0,0.0,14.0,13.61,82.85,386.39,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64913.63,64913.63,ZestyCo Ready Meals Large,Frozen Foods,ZestyCo Ready Meals Large,Frozen Foods
SKU02629,265.0,0.0,14.0,9.1,53.02,255.9,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64889.96,64889.96,SoftTouch Oral Care 1L,Personal Care,SoftTouch Oral Care 1L,Personal Care
SKU00357,299.0,0.0,14.0,10.35,57.03,288.65,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64872.47,64872.47,PurePlus Frozen Vegetables 2L,Frozen Foods,PurePlus Frozen Vegetables 2L,Frozen Foods
SKU00308,328.0,0.0,14.0,7.14,45.76,320.86,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64818.54,64818.54,HomeStyle First Aid Pack of 6,Health & Wellness,HomeStyle First Aid Pack of 6,Health & Wellness
SKU02439,354.0,0.0,14.0,11.36,69.09,342.64,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64750.51,64750.51,QuickBite Notebooks 2L,Stationery & Office,QuickBite Notebooks 2L,Stationery & Office
SKU04066,498.0,0.0,14.0,14.73,73.03,483.27,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64611.81,64611.81,EliteHome Notebooks 1L,Stationery & Office,EliteHome Notebooks 1L,Stationery & Office
SKU02117,81.0,0.0,14.0,9.55,54.6,71.45,0.0,0.322,Healthy,No restock needed; inventory position is healthy.,0.0,64536.14,64536.14,FreshFarm Small Appliances Large,Electronics & Accessories,FreshFarm Small Appliances Large,Electronics & Accessories
SKU02323,273.0,0.0,14.0,12.3,69.99,260.7,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64401.96,64401.96,NutriPlus Hair Care Small,Personal Care,NutriPlus Hair Care Small,Personal Care
SKU00568,465.0,0.0,14.0,6.61,49.18,458.39,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64293.77,64293.77,CleanWave Air Fresheners Medium,Home Care,CleanWave Air Fresheners Medium,Home Care
SKU04310,309.0,0.0,14.0,7.99,48.92,301.01,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64283.54,64283.54,CityFresh First Aid Family Pack,Health & Wellness,CityFresh First Aid Family Pack,Health & Wellness
SKU04030,308.0,0.0,14.0,7.11,45.85,300.89,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64265.9,64265.9,ZestyCo Pest Control 500g,Home Care,ZestyCo Pest Control 500g,Home Care
SKU04826,119.0,0.0,14.0,8.1,47.25,110.9,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64162.55,64162.55,NovaFresh Men's Wear Medium,Apparel & Footwear,NovaFresh Men's Wear Medium,Apparel & Footwear
SKU03066,507.0,0.0,14.0,8.84,53.28,498.16,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,64046.74,64046.74,CrispKing Eggs 500ml,Dairy & Bakery,CrispKing Eggs 500ml,Dairy & Bakery
SKU00060,253.0,0.0,14.0,25.08,118.96,227.92,0.0,0.751,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63825.21,63825.21,BasicNeeds Men's Wear Large,Apparel & Footwear,BasicNeeds Men's Wear Large,Apparel & Footwear
SKU01280,364.0,0.0,14.0,49.85,211.68,314.15,0.0,0.48,Healthy,No restock needed; inventory position is healthy.,0.0,63600.4,63600.4,GreenValley Men's Wear 1kg,Apparel & Footwear,GreenValley Men's Wear 1kg,Apparel & Footwear
SKU01706,156.0,0.0,14.0,15.08,78.91,140.92,0.0,0.651,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63562.9,63562.9,BasicNeeds Home Decor 1kg,Home & Kitchen,BasicNeeds Home Decor 1kg,Home & Kitchen
SKU02138,175.0,0.0,14.0,11.85,70.31,163.15,0.0,0.993,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63549.17,63549.17,QuickBite Men's Wear 2kg,Apparel & Footwear,QuickBite Men's Wear 2kg,Apparel & Footwear
SKU01006,337.0,0.0,14.0,13.27,74.16,323.73,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63384.65,63384.65,PureLife First Aid 1kg,Health & Wellness,PureLife First Aid 1kg,Health & Wellness
SKU03963,674.0,0.0,14.0,7.11,45.33,666.89,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63370.14,63370.14,ZestyCo Energy Drinks Pack of 12,Beverages,ZestyCo Energy Drinks Pack of 12,Beverages
SKU00178,265.0,0.0,14.0,15.42,84.31,249.58,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63251.6,63251.6,PrimeCare Pulses & Lentils Family Pack,Grocery,PrimeCare Pulses & Lentils Family Pack,Grocery
SKU03187,279.0,0.0,14.0,11.19,65.8,267.81,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63225.25,63225.25,DailyBest Frozen Meat Large,Frozen Foods,DailyBest Frozen Meat Large,Frozen Foods
SKU03010,294.0,0.0,14.0,35.24,172.66,258.76,0.0,0.469,Healthy,No restock needed; inventory position is healthy.,0.0,63164.86,63164.86,NatureBlend Storage & Containers 250ml,Home & Kitchen,NatureBlend Storage & Containers 250ml,Home & Kitchen
SKU03615,194.0,0.0,14.0,8.96,52.34,185.04,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63135.72,63135.72,SunriseFoods Hair Care Family Pack,Personal Care,SunriseFoods Hair Care Family Pack,Personal Care
SKU00791,277.0,0.0,14.0,13.87,79.8,263.13,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63112.8,63112.8,SoftTouch Mobile Accessories 250ml,Electronics & Accessories,SoftTouch Mobile Accessories 250ml,Electronics & Accessories
SKU00772,378.0,0.0,14.0,18.05,94.7,359.95,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,63059.01,63059.01,PureLife Ready Meals 500g,Frozen Foods,PureLife Ready Meals 500g,Frozen Foods
SKU03456,486.0,0.0,14.0,13.21,75.34,472.79,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62909.09,62909.09,SunriseFoods Energy Drinks 1kg,Beverages,SunriseFoods Energy Drinks 1kg,Beverages
SKU00566,121.0,0.0,14.0,7.57,47.15,113.43,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62880.83,62880.83,PrimeCare Women's Wear 1kg,Apparel & Footwear,PrimeCare Women's Wear 1kg,Apparel & Footwear
SKU01857,364.0,0.0,14.0,7.29,45.58,356.71,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62869.04,62869.04,ValueChoice Air Fresheners Large,Home Care,ValueChoice Air Fresheners Large,Home Care
SKU04723,353.0,0.0,14.0,8.67,55.17,344.33,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62651.12,62651.12,CityFresh Spices & Seasoning 250g,Grocery,CityFresh Spices & Seasoning 250g,Grocery
SKU00069,403.0,0.0,14.0,8.72,43.56,394.28,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62642.9,62642.9,PureLife Laundry Small,Home Care,PureLife Laundry Small,Home Care
SKU01479,330.0,0.0,14.0,15.9,99.48,314.1,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62592.27,62592.27,SunriseFoods Oral Care Family Pack,Personal Care,SunriseFoods Oral Care Family Pack,Personal Care
SKU04788,234.0,0.0,14.0,9.42,52.77,224.58,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62584.48,62584.48,HealthFirst Vitamins & Supplements 500g,Health & Wellness,HealthFirst Vitamins & Supplements 500g,Health & Wellness
SKU04464,391.0,0.0,14.0,19.84,92.99,371.16,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62536.65,62536.65,DailyBest Frozen Meat Pack of 12,Frozen Foods,DailyBest Frozen Meat Pack of 12,Frozen Foods
SKU03989,229.0,0.0,14.0,12.25,82.93,216.75,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62452.82,62452.82,NovaFresh Home Decor 100g,Home & Kitchen,NovaFresh Home Decor 100g,Home & Kitchen
SKU02046,50.0,0.0,14.0,80.97,348.42,-30.97,0.382,0.0,Healthy,No restock needed; inventory position is healthy.,62223.34,0.0,62223.34,ValueChoice Footwear Pack of 6,Apparel & Footwear,ValueChoice Footwear Pack of 6,Apparel & Footwear
SKU02508,620.0,0.0,14.0,8.95,55.88,611.05,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62098.38,62098.38,PrimeCare Yogurt 500g,Dairy & Bakery,PrimeCare Yogurt 500g,Dairy & Bakery
SKU04896,247.0,0.0,14.0,11.12,67.87,235.88,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62079.4,62079.4,EverydayPlus Men's Grooming 2kg,Personal Care,EverydayPlus Men's Grooming 2kg,Personal Care
SKU00242,563.0,0.0,14.0,31.23,152.48,531.77,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62033.42,62033.42,CityFresh Chips & Crisps 2L,Snacks & Confectionery,CityFresh Chips & Crisps 2L,Snacks & Confectionery
SKU01728,91.0,0.0,14.0,7.45,47.26,83.55,0.0,0.617,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,62027.09,62027.09,QuickBite Cookware Family Pack,Home & Kitchen,QuickBite Cookware Family Pack,Home & Kitchen
SKU00846,209.0,0.0,14.0,10.91,69.35,198.09,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61991.81,61991.81,ZestyCo Vitamins & Supplements 1L,Health & Wellness,ZestyCo Vitamins & Supplements 1L,Health & Wellness
SKU04688,408.0,0.0,14.0,12.31,66.19,395.69,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61956.24,61956.24,EverydayPlus Sugar & Salt 250g,Grocery,EverydayPlus Sugar & Salt 250g,Grocery
SKU01386,352.0,0.0,14.0,9.05,60.28,342.95,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61804.77,61804.77,NutriPlus Spices & Seasoning 500g,Grocery,NutriPlus Spices & Seasoning 500g,Grocery
SKU03972,424.0,0.0,14.0,8.25,51.57,415.75,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61737.82,61737.82,HomeStyle Office Supplies Pack of 12,Stationery & Office,HomeStyle Office Supplies Pack of 12,Stationery & Office
SKU03026,200.0,0.0,14.0,10.2,57.85,189.8,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61661.42,61661.42,CityFresh Ice Cream Medium,Frozen Foods,CityFresh Ice Cream Medium,Frozen Foods
SKU02809,253.0,0.0,14.0,7.35,46.12,245.65,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61629.36,61629.36,PrimeCare Ready Meals 2kg,Frozen Foods,PrimeCare Ready Meals 2kg,Frozen Foods
SKU01635,151.0,0.0,14.0,8.96,53.75,142.04,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61616.89,61616.89,ZestyCo Mobile Accessories 250ml,Electronics & Accessories,ZestyCo Mobile Accessories 250ml,Electronics & Accessories
SKU03793,453.0,0.0,14.0,12.76,72.69,440.24,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61583.13,61583.13,FamilyChoice Office Supplies Family Pack,Stationery & Office,FamilyChoice Office Supplies Family Pack,Stationery & Office
SKU00224,554.0,0.0,14.0,7.66,48.31,546.34,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61521.77,61521.77,NovaFresh Hair Care 1L,Personal Care,NovaFresh Hair Care 1L,Personal Care
SKU04584,425.0,0.0,14.0,7.34,45.46,417.66,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61444.26,61444.26,HomeStyle Cheese 100g,Dairy & Bakery,HomeStyle Cheese 100g,Dairy & Bakery
SKU01313,287.0,0.0,14.0,9.92,58.4,277.08,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61410.71,61410.71,EliteHome Pulses & Lentils 2L,Grocery,EliteHome Pulses & Lentils 2L,Grocery
SKU02926,87.0,0.0,14.0,7.86,48.71,79.14,0.0,0.524,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61296.17,61296.17,EliteHome Small Appliances 2L,Electronics & Accessories,EliteHome Small Appliances 2L,Electronics & Accessories
SKU01203,264.0,0.0,14.0,11.39,73.21,252.61,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61202.74,61202.74,EliteHome Laundry Pack of 12,Home Care,EliteHome Laundry Pack of 12,Home Care
SKU00302,331.0,0.0,14.0,9.01,56.04,321.99,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61176.52,61176.52,EverydayPlus Office Supplies 250ml,Stationery & Office,EverydayPlus Office Supplies 250ml,Stationery & Office
SKU03721,382.0,0.0,14.0,9.75,57.52,372.25,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61171.53,61171.53,PurePlus Rice & Grains 500g,Grocery,PurePlus Rice & Grains 500g,Grocery
SKU01152,0.0,0.0,14.0,125.69,471.85,-125.69,1.0,0.0,Reorder now,Raise a replenishment order before stock runs out.,61088.67,0.0,61088.67,FamilyChoice Skin Care 1L,Personal Care,FamilyChoice Skin Care 1L,Personal Care
SKU01964,125.0,0.0,14.0,8.83,58.51,116.17,0.0,0.758,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,61014.35,61014.35,UrbanBite Storage & Containers Pack of 12,Home & Kitchen,UrbanBite Storage & Containers Pack of 12,Home & Kitchen
SKU02365,645.0,0.0,14.0,7.71,49.51,637.29,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60936.2,60936.2,BasicNeeds Juices 1L,Beverages,BasicNeeds Juices 1L,Beverages
SKU04413,270.0,0.0,14.0,19.72,101.36,250.28,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60701.26,60701.26,PurePlus Flour & Atta Small,Grocery,PurePlus Flour & Atta Small,Grocery
SKU00245,79.0,0.0,14.0,11.91,57.34,67.09,0.0,0.252,Healthy,No restock needed; inventory position is healthy.,0.0,60570.52,60570.52,FreshFarm Batteries Pack of 12,Electronics & Accessories,FreshFarm Batteries Pack of 12,Electronics & Accessories
SKU04314,203.0,0.0,14.0,11.37,62.26,191.63,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60555.05,60555.05,CrispKing OTC Medicine 250ml,Health & Wellness,CrispKing OTC Medicine 250ml,Health & Wellness
SKU01210,377.0,0.0,14.0,15.05,84.38,361.95,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60367.52,60367.52,SoftTouch Oral Care 250ml,Personal Care,SoftTouch Oral Care 250ml,Personal Care
SKU02834,100.0,0.0,14.0,9.21,58.08,90.79,0.0,0.481,Healthy,No restock needed; inventory position is healthy.,0.0,60297.17,60297.17,QuickBite Women's Wear 500g,Apparel & Footwear,QuickBite Women's Wear 500g,Apparel & Footwear
SKU04267,261.0,0.0,14.0,6.83,45.45,254.17,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60274.77,60274.77,FamilyChoice Surface Cleaners Pack of 12,Home Care,FamilyChoice Surface Cleaners Pack of 12,Home Care
SKU03447,313.0,0.0,14.0,7.92,49.13,305.08,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60253.8,60253.8,GreenValley Men's Grooming 250g,Personal Care,GreenValley Men's Grooming 250g,Personal Care
SKU02930,0.0,0.0,14.0,354.02,1346.83,-354.02,1.0,0.0,Reorder now,Raise a replenishment order before stock runs out.,60240.17,0.0,60240.17,TrueTaste Pest Control 100g,Home Care,TrueTaste Pest Control 100g,Home Care
SKU03884,344.0,0.0,14.0,7.28,47.54,336.72,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60210.68,60210.68,SoftTouch Butter & Ghee Large,Dairy & Bakery,SoftTouch Butter & Ghee Large,Dairy & Bakery
SKU00733,272.0,0.0,14.0,7.74,46.64,264.26,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60129.44,60129.44,SoftTouch Pest Control Pack of 12,Home Care,SoftTouch Pest Control Pack of 12,Home Care
SKU01144,425.0,0.0,14.0,7.22,45.26,417.78,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60116.21,60116.21,EliteHome Spices & Seasoning 1kg,Grocery,EliteHome Spices & Seasoning 1kg,Grocery
SKU02529,248.0,0.0,14.0,23.22,110.69,224.78,0.0,0.827,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,60105.44,60105.44,EliteHome Frozen Meat 2L,Frozen Foods,EliteHome Frozen Meat 2L,Frozen Foods
SKU01823,216.0,0.0,14.0,29.95,151.56,186.05,0.0,0.283,Healthy,No restock needed; inventory position is healthy.,0.0,59824.6,59824.6,EliteHome Mobile Accessories 1L,Electronics & Accessories,EliteHome Mobile Accessories 1L,Electronics & Accessories
SKU00488,334.0,0.0,14.0,10.05,57.48,323.95,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,59786.44,59786.44,PrimeCare Butter & Ghee Family Pack,Dairy & Bakery,PrimeCare Butter & Ghee Family Pack,Dairy & Bakery
SKU02327,167.0,0.0,14.0,7.84,47.14,159.16,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,59688.36,59688.36,DailyBest Ready Meals 100g,Frozen Foods,DailyBest Ready Meals 100g,Frozen Foods
