date,week,month,season,is_holiday,promo_event
2023-08-12,32,8,Summer,0,Winter Blowout
2023-08-13,32,8,Summer,0,Winter Blowout
2023-08-14,33,8,Summer,0,Winter Blowout
2023-08-15,33,8,Summer,1,Winter Blowout
2023-08-16,33,8,Summer,0,Winter Blowout
2023-08-17,33,8,Summer,0,Winter Blowout
2023-08-18,33,8,Summer,0,Winter Blowout
2023-08-19,33,8,Summer,0,Winter Blowout
2023-08-20,33,8,Summer,0,Winter Blowout
2023-08-21,34,8,Summer,0,Winter Blowout
2023-08-22,34,8,Summer,0,Winter Blowout
2023-08-23,34,8,Summer,0,Winter Blowout
2023-08-24,34,8,Summer,0,Winter Blowout
2023-08-25,34,8,Summer,0,Winter Blowout
2023-08-26,34,8,Summer,0,Winter Blowout
2023-08-27,34,8,Summer,0,Winter Blowout
2023-08-28,35,8,Summer,0,Weekend Deal Days
2023-08-29,35,8,Summer,0,Weekend Deal Days
2023-08-30,35,8,Summer,0,Weekend Deal Days
2023-08-31,35,8,Summer,0,Weekend Deal Days
2023-09-01,35,9,Autumn,0,Weekend Deal Days
2023-09-02,35,9,Autumn,0,Weekend Deal Days
2023-09-03,35,9,Autumn,0,Weekend Deal Days
2023-09-04,36,9,Autumn,0,Spring Fest
2023-09-05,36,9,Autumn,0,Spring Fest
2023-09-06,36,9,Autumn,0,Spring Fest
2023-09-07,36,9,Autumn,0,Spring Fest
2023-09-08,36,9,Autumn,0,Spring Fest
2023-09-09,36,9,Autumn,0,Spring Fest
2023-09-10,36,9,Autumn,0,Spring Fest
2023-09-11,37,9,Autumn,0,Spring Fest
2023-09-12,37,9,Autumn,0,Festive Deal Days
2023-09-13,37,9,Autumn,0,Festive Deal Days
2023-09-14,37,9,Autumn,0,Festive Deal Days
2023-09-15,37,9,Autumn,0,Festive Deal Days
2023-09-16,37,9,Autumn,0,Festive Deal Days
2023-09-17,37,9,Autumn,0,Festive Deal Days
2023-09-18,38,9,Autumn,0,Festive Deal Days
2023-09-19,38,9,Autumn,0,Festive Deal Days
2023-09-20,38,9,Autumn,0,Festive Deal Days
2023-09-21,38,9,Autumn,0,Festive Deal Days
2023-09-22,38,9,Autumn,0,Festive Deal Days
2023-09-23,38,9,Autumn,0,Summer Sale
2023-09-24,38,9,Autumn,0,Summer Sale
2023-09-25,39,9,Autumn,0,Summer Sale
2023-09-26,39,9,Autumn,0,Summer Sale
2023-09-27,39,9,Autumn,0,Summer Sale
2023-09-28,39,9,Autumn,0,Summer Sale
2023-09-29,39,9,Autumn,0,Summer Sale
2023-09-30,39,9,Autumn,0,Summer Sale
2023-10-01,39,10,Autumn,0,Summer Sale
2023-10-02,40,10,Autumn,1,Summer Sale
2023-10-03,40,10,Autumn,0,Summer Sale
2023-10-04,40,10,Autumn,0,Summer Sale
2023-10-05,40,10,Autumn,0,Summer Sale
2023-10-06,40,10,Autumn,0,Summer Sale
2023-10-07,40,10,Autumn,0,Summer Sale
2023-10-08,40,10,Autumn,0,Summer Sale
2023-10-09,41,10,Autumn,0,Summer Sale
2023-10-10,41,10,Autumn,0,Summer Sale
2023-10-11,41,10,Autumn,0,Summer Sale
2023-10-12,41,10,Autumn,0,Summer Sale
2023-10-13,41,10,Autumn,0,Summer Sale
2023-10-14,41,10,Autumn,0,Summer Sale
2023-10-15,41,10,Autumn,0,Summer Sale
2023-10-16,42,10,Autumn,0,Anniversary Fest
2023-10-17,42,10,Autumn,0,Anniversary Fest
2023-10-18,42,10,Autumn,0,Anniversary Fest
2023-10-19,42,10,Autumn,0,Weekend Offer
2023-10-20,42,10,Autumn,0,Weekend Offer
2023-10-21,42,10,Autumn,0,Weekend Offer
2023-10-22,42,10,Autumn,0,Weekend Offer
2023-10-23,43,10,Autumn,0,Weekend Offer
2023-10-24,43,10,Autumn,0,Weekend Offer
2023-10-25,43,10,Autumn,0,Anniversary Fest
2023-10-26,43,10,Autumn,0,Anniversary Fest
2023-10-27,43,10,Autumn,0,Anniversary Fest
2023-10-28,43,10,Autumn,0,Anniversary Fest
2023-10-29,43,10,Autumn,0,Anniversary Fest
2023-10-30,44,10,Autumn,0,Anniversary Fest
2023-10-31,44,10,Autumn,0,Anniversary Fest
2023-11-01,44,11,Autumn,0,Anniversary Fest
2023-11-02,44,11,Autumn,0,Anniversary Fest
2023-11-03,44,11,Autumn,0,Back to School Discount Days
2023-11-04,44,11,Autumn,0,Back to School Discount Days
2023-11-05,44,11,Autumn,0,Back to School Discount Days
2023-11-06,45,11,Autumn,0,Back to School Discount Days
2023-11-07,45,11,Autumn,0,Back to School Discount Days
2023-11-08,45,11,Autumn,0,Back to School Discount Days
2023-11-09,45,11,Autumn,0,Back to School Discount Days
2023-11-10,45,11,Autumn,0,Back to School Discount Days
2023-11-11,45,11,Autumn,0,Back to School Discount Days
2023-11-12,45,11,Autumn,0,Back to School Discount Days
2023-11-13,46,11,Autumn,0,Back to School Discount Days
2023-11-14,46,11,Autumn,0,Back to School Discount Days
2023-11-15,46,11,Autumn,0,Back to School Discount Days
2023-11-16,46,11,Autumn,0,Back to School Discount Days
2023-11-17,46,11,Autumn,0,Back to School Discount Days
2023-11-18,46,11,Autumn,0,Back to School Discount Days
2023-11-19,46,11,Autumn,0,Anniversary Offer
2023-11-20,47,11,Autumn,0,Anniversary Offer
2023-11-21,47,11,Autumn,0,Anniversary Offer
2023-11-22,47,11,Autumn,0,Anniversary Offer
2023-11-23,47,11,Autumn,0,Anniversary Offer
2023-11-24,47,11,Autumn,0,Anniversary Offer
2023-11-25,47,11,Autumn,0,Anniversary Offer
2023-11-26,47,11,Autumn,0,Anniversary Offer
2023-11-27,48,11,Autumn,0,Anniversary Offer
2023-11-28,48,11,Autumn,0,Anniversary Offer
2023-11-29,48,11,Autumn,0,Anniversary Offer
2023-11-30,48,11,Autumn,0,Anniversary Offer
2023-12-01,48,12,Winter,0,
2023-12-02,48,12,Winter,0,
2023-12-03,48,12,Winter,0,Anniversary Savings Event
2023-12-04,49,12,Winter,0,Anniversary Savings Event
2023-12-05,49,12,Winter,0,Anniversary Savings Event
2023-12-06,49,12,Winter,0,Anniversary Savings Event
2023-12-07,49,12,Winter,0,Anniversary Savings Event
2023-12-08,49,12,Winter,0,Anniversary Savings Event
2023-12-09,49,12,Winter,0,Anniversary Savings Event
2023-12-10,49,12,Winter,0,
2023-12-11,50,12,Winter,0,
2023-12-12,50,12,Winter,0,
2023-12-13,50,12,Winter,0,
2023-12-14,50,12,Winter,0,
2023-12-15,50,12,Winter,0,
2023-12-16,50,12,Winter,0,
2023-12-17,50,12,Winter,0,
2023-12-18,51,12,Winter,0,
2023-12-19,51,12,Winter,0,
2023-12-20,51,12,Winter,0,
2023-12-21,51,12,Winter,0,
2023-12-22,51,12,Winter,0,
2023-12-23,51,12,Winter,0,Year-End Offer
2023-12-24,51,12,Winter,0,Year-End Offer
2023-12-25,52,12,Winter,1,Year-End Offer
2023-12-26,52,12,Winter,0,Year-End Offer
2023-12-27,52,12,Winter,0,Year-End Offer
2023-12-28,52,12,Winter,0,Year-End Offer
2023-12-29,52,12,Winter,0,Year-End Offer
2023-12-30,52,12,Winter,0,Year-End Offer
2023-12-31,52,12,Winter,0,Year-End Offer
2024-01-01,1,1,Winter,1,Year-End Offer
2024-01-02,1,1,Winter,0,Year-End Offer
2024-01-03,1,1,Winter,0,Year-End Offer
2024-01-04,1,1,Winter,0,Super Sale
2024-01-05,1,1,Winter,0,Super Sale
2024-01-06,1,1,Winter,0,Super Sale
2024-01-07,1,1,Winter,0,Super Sale
2024-01-08,2,1,Winter,0,Super Sale
2024-01-09,2,1,Winter,0,Super Sale
2024-01-10,2,1,Winter,0,Super Sale
2024-01-11,2,1,Winter,0,Super Sale
2024-01-12,2,1,Winter,0,Super Sale
2024-01-13,2,1,Winter,0,Super Sale
2024-01-14,2,1,Winter,0,Super Sale
2024-01-15,3,1,Winter,0,Super Sale
2024-01-16,3,1,Winter,0,Super Sale
2024-01-17,3,1,Winter,0,
2024-01-18,3,1,Winter,0,
2024-01-19,3,1,Winter,0,
2024-01-20,3,1,Winter,0,
2024-01-21,3,1,Winter,0,
2024-01-22,4,1,Winter,0,Spring Bonanza
2024-01-23,4,1,Winter,0,Spring Bonanza
2024-01-24,4,1,Winter,0,Spring Bonanza
2024-01-25,4,1,Winter,0,Spring Bonanza
2024-01-26,4,1,Winter,0,Spring Bonanza
2024-01-27,4,1,Winter,0,Spring Bonanza
2024-01-28,4,1,Winter,0,Spring Bonanza
2024-01-29,5,1,Winter,0,Spring Bonanza
2024-01-30,5,1,Winter,0,Spring Bonanza
2024-01-31,5,1,Winter,0,Clearance Offer
2024-02-01,5,2,Winter,0,Clearance Offer
2024-02-02,5,2,Winter,0,Clearance Offer
2024-02-03,5,2,Winter,0,Clearance Offer
2024-02-04,5,2,Winter,0,Clearance Offer
2024-02-05,6,2,Winter,0,
2024-02-06,6,2,Winter,0,
2024-02-07,6,2,Winter,0,
2024-02-08,6,2,Winter,0,
2024-02-09,6,2,Winter,0,
2024-02-10,6,2,Winter,0,
2024-02-11,6,2,Winter,0,
2024-02-12,7,2,Winter,0,
2024-02-13,7,2,Winter,0,
2024-02-14,7,2,Winter,0,
2024-02-15,7,2,Winter,0,
2024-02-16,7,2,Winter,0,
2024-02-17,7,2,Winter,0,
2024-02-18,7,2,Winter,0,
2024-02-19,8,2,Winter,0,
2024-02-20,8,2,Winter,0,
2024-02-21,8,2,Winter,0,
2024-02-22,8,2,Winter,0,
2024-02-23,8,2,Winter,0,
2024-02-24,8,2,Winter,0,
2024-02-25,8,2,Winter,0,
2024-02-26,9,2,Winter,0,
2024-02-27,9,2,Winter,0,
2024-02-28,9,2,Winter,0,
2024-02-29,9,2,Winter,0,
2024-03-01,9,3,Spring,0,
2024-03-02,9,3,Spring,0,
2024-03-03,9,3,Spring,0,
2024-03-04,10,3,Spring,0,
2024-03-05,10,3,Spring,0,
2024-03-06,10,3,Spring,0,Year-End Deal Days
2024-03-07,10,3,Spring,0,Year-End Deal Days
2024-03-08,10,3,Spring,0,Year-End Deal Days
2024-03-09,10,3,Spring,0,Year-End Deal Days
2024-03-10,10,3,Spring,0,Year-End Deal Days
2024-03-11,11,3,Spring,0,Year-End Deal Days
2024-03-12,11,3,Spring,0,Year-End Deal Days
2024-03-13,11,3,Spring,0,Year-End Deal Days
2024-03-14,11,3,Spring,0,Year-End Deal Days
2024-03-15,11,3,Spring,0,Year-End Deal Days
2024-03-16,11,3,Spring,0,Year-End Deal Days
2024-03-17,11,3,Spring,0,Year-End Deal Days
2024-03-18,12,3,Spring,0,Year-End Deal Days
2024-03-19,12,3,Spring,0,Year-End Deal Days
2024-03-20,12,3,Spring,0,Year-End Deal Days
2024-03-21,12,3,Spring,0,Year-End Deal Days
2024-03-22,12,3,Spring,0,Year-End Deal Days
2024-03-23,12,3,Spring,0,Year-End Deal Days
2024-03-24,12,3,Spring,0,Year-End Deal Days
2024-03-25,13,3,Spring,0,Year-End Deal Days
2024-03-26,13,3,Spring,0,Year-End Deal Days
2024-03-27,13,3,Spring,0,Year-End Deal Days
2024-03-28,13,3,Spring,0,Year-End Deal Days
2024-03-29,13,3,Spring,0,Year-End Deal Days
2024-03-30,13,3,Spring,0,Year-End Deal Days
2024-03-31,13,3,Spring,0,Year-End Deal Days
2024-04-01,14,4,Spring,0,Year-End Deal Days
2024-04-02,14,4,Spring,0,Year-End Deal Days
2024-04-03,14,4,Spring,0,Summer Offer
2024-04-04,14,4,Spring,0,Summer Offer
2024-04-05,14,4,Spring,0,Summer Offer
2024-04-06,14,4,Spring,0,Summer Offer
2024-04-07,14,4,Spring,0,Summer Offer
2024-04-08,15,4,Spring,0,Summer Offer
2024-04-09,15,4,Spring,0,Summer Offer
2024-04-10,15,4,Spring,0,Summer Offer
2024-04-11,15,4,Spring,0,Summer Offer
2024-04-12,15,4,Spring,0,Summer Offer
2024-04-13,15,4,Spring,0,Summer Offer
2024-04-14,15,4,Spring,0,Summer Offer
2024-04-15,16,4,Spring,0,Summer Offer
2024-04-16,16,4,Spring,0,Summer Offer
2024-04-17,16,4,Spring,0,Summer Offer
2024-04-18,16,4,Spring,0,Mega Deal Days
2024-04-19,16,4,Spring,0,Mega Deal Days
2024-04-20,16,4,Spring,0,Mega Deal Days
2024-04-21,16,4,Spring,0,Mega Deal Days
2024-04-22,17,4,Spring,0,Mega Deal Days
2024-04-23,17,4,Spring,0,Mega Deal Days
2024-04-24,17,4,Spring,0,Mega Deal Days
2024-04-25,17,4,Spring,0,Mega Deal Days
2024-04-26,17,4,Spring,0,Mega Deal Days
2024-04-27,17,4,Spring,0,Mega Deal Days
2024-04-28,17,4,Spring,0,Mega Deal Days
2024-04-29,18,4,Spring,0,Mega Deal Days
2024-04-30,18,4,Spring,0,Mega Deal Days
2024-05-01,18,5,Spring,0,Mega Deal Days
2024-05-02,18,5,Spring,0,Mega Deal Days
2024-05-03,18,5,Spring,0,Mega Deal Days
2024-05-04,18,5,Spring,0,Mega Deal Days
2024-05-05,18,5,Spring,0,Mega Deal Days
2024-05-06,19,5,Spring,0,Clearance Bonanza
2024-05-07,19,5,Spring,0,Clearance Bonanza
2024-05-08,19,5,Spring,0,Clearance Bonanza
2024-05-09,19,5,Spring,0,Clearance Bonanza
2024-05-10,19,5,Spring,0,Clearance Bonanza
2024-05-11,19,5,Spring,0,Clearance Bonanza
2024-05-12,19,5,Spring,0,Clearance Bonanza
2024-05-13,20,5,Spring,0,Clearance Bonanza
2024-05-14,20,5,Spring,0,Clearance Bonanza
2024-05-15,20,5,Spring,0,Clearance Bonanza
2024-05-16,20,5,Spring,0,Clearance Bonanza
2024-05-17,20,5,Spring,0,Clearance Bonanza
2024-05-18,20,5,Spring,0,Clearance Bonanza
2024-05-19,20,5,Spring,0,Clearance Bonanza
2024-05-20,21,5,Spring,0,Clearance Bonanza
2024-05-21,21,5,Spring,0,Clearance Bonanza
2024-05-22,21,5,Spring,0,Clearance Bonanza
2024-05-23,21,5,Spring,0,Clearance Bonanza
2024-05-24,21,5,Spring,0,Clearance Bonanza
2024-05-25,21,5,Spring,0,Clearance Bonanza
2024-05-26,21,5,Spring,0,Clearance Bonanza
2024-05-27,22,5,Spring,0,Clearance Bonanza
2024-05-28,22,5,Spring,0,Clearance Bonanza
2024-05-29,22,5,Spring,0,Clearance Bonanza
2024-05-30,22,5,Spring,0,Clearance Bonanza
2024-05-31,22,5,Spring,0,Anniversary Sale
2024-06-01,22,6,Summer,0,Anniversary Sale
2024-06-02,22,6,Summer,0,Anniversary Sale
2024-06-03,23,6,Summer,0,Anniversary Sale
2024-06-04,23,6,Summer,0,Anniversary Sale
2024-06-05,23,6,Summer,0,Anniversary Sale
2024-06-06,23,6,Summer,0,Anniversary Sale
2024-06-07,23,6,Summer,0,Anniversary Sale
2024-06-08,23,6,Summer,0,Anniversary Sale
2024-06-09,23,6,Summer,0,Anniversary Sale
2024-06-10,24,6,Summer,0,Anniversary Sale
2024-06-11,24,6,Summer,0,Anniversary Sale
2024-06-12,24,6,Summer,0,Anniversary Sale
2024-06-13,24,6,Summer,0,Anniversary Sale
2024-06-14,24,6,Summer,0,Anniversary Sale
2024-06-15,24,6,Summer,0,Anniversary Sale
2024-06-16,24,6,Summer,0,Anniversary Bonanza
2024-06-17,25,6,Summer,0,Anniversary Bonanza
2024-06-18,25,6,Summer,0,Mega Bonanza
2024-06-19,25,6,Summer,0,Mega Bonanza
2024-06-20,25,6,Summer,0,Mega Bonanza
2024-06-21,25,6,Summer,0,Mega Bonanza
2024-06-22,25,6,Summer,0,Mega Bonanza
2024-06-23,25,6,Summer,0,Mega Bonanza
2024-06-24,26,6,Summer,0,Mega Bonanza
2024-06-25,26,6,Summer,0,Mega Bonanza
2024-06-26,26,6,Summer,0,Mega Bonanza
2024-06-27,26,6,Summer,0,Mega Bonanza
2024-06-28,26,6,Summer,0,Mega Bonanza
2024-06-29,26,6,Summer,0,Mega Bonanza
2024-06-30,26,6,Summer,0,Mega Bonanza
2024-07-01,27,7,Summer,0,Mega Bonanza
2024-07-02,27,7,Summer,0,Mega Bonanza
2024-07-03,27,7,Summer,0,Mega Bonanza
2024-07-04,27,7,Summer,0,Mega Bonanza
2024-07-05,27,7,Summer,0,Mega Bonanza
2024-07-06,27,7,Summer,0,Mega Bonanza
2024-07-07,27,7,Summer,0,Mega Bonanza
2024-07-08,28,7,Summer,0,Mega Bonanza
2024-07-09,28,7,Summer,0,Mega Bonanza
2024-07-10,28,7,Summer,0,Mega Bonanza
2024-07-11,28,7,Summer,0,Mega Bonanza
2024-07-12,28,7,Summer,0,Mega Bonanza
2024-07-13,28,7,Summer,0,Payday Discount Days
2024-07-14,28,7,Summer,0,Payday Discount Days
2024-07-15,29,7,Summer,0,Payday Discount Days
2024-07-16,29,7,Summer,0,Payday Discount Days
2024-07-17,29,7,Summer,0,Payday Discount Days
2024-07-18,29,7,Summer,0,Payday Discount Days
2024-07-19,29,7,Summer,0,Payday Discount Days
2024-07-20,29,7,Summer,0,Payday Discount Days
2024-07-21,29,7,Summer,0,
2024-07-22,30,7,Summer,0,
2024-07-23,30,7,Summer,0,
2024-07-24,30,7,Summer,0,Flash Sale
2024-07-25,30,7,Summer,0,Flash Sale
2024-07-26,30,7,Summer,0,Flash Sale
2024-07-27,30,7,Summer,0,Flash Sale
2024-07-28,30,7,Summer,0,Flash Sale
2024-07-29,31,7,Summer,0,Payday Offer
2024-07-30,31,7,Summer,0,Payday Offer
2024-07-31,31,7,Summer,0,Payday Offer
2024-08-01,31,8,Summer,0,Payday Offer
2024-08-02,31,8,Summer,0,Payday Offer
2024-08-03,31,8,Summer,0,Payday Offer
2024-08-04,31,8,Summer,0,Payday Offer
2024-08-05,32,8,Summer,0,Payday Offer
2024-08-06,32,8,Summer,0,Payday Offer
2024-08-07,32,8,Summer,0,Payday Offer
2024-08-08,32,8,Summer,0,Payday Offer
2024-08-09,32,8,Summer,0,Payday Offer
2024-08-10,32,8,Summer,0,Payday Offer
2024-08-11,32,8,Summer,0,Payday Offer
2024-08-12,33,8,Summer,0,Payday Offer
2024-08-13,33,8,Summer,0,Payday Offer
2024-08-14,33,8,Summer,0,Payday Offer
2024-08-15,33,8,Summer,1,Payday Offer
2024-08-16,33,8,Summer,0,Payday Offer
2024-08-17,33,8,Summer,0,Payday Offer
2024-08-18,33,8,Summer,0,Payday Offer
2024-08-19,34,8,Summer,0,Payday Offer
2024-08-20,34,8,Summer,0,Payday Offer
2024-08-21,34,8,Summer,0,Payday Offer
2024-08-22,34,8,Summer,0,Payday Offer
2024-08-23,34,8,Summer,0,Payday Offer
2024-08-24,34,8,Summer,0,Payday Offer
2024-08-25,34,8,Summer,0,Payday Offer
2024-08-26,35,8,Summer,0,Payday Offer
2024-08-27,35,8,Summer,0,Payday Offer
2024-08-28,35,8,Summer,0,
2024-08-29,35,8,Summer,0,
2024-08-30,35,8,Summer,0,
2024-08-31,35,8,Summer,0,
2024-09-01,35,9,Autumn,0,
2024-09-02,36,9,Autumn,0,
2024-09-03,36,9,Autumn,0,
2024-09-04,36,9,Autumn,0,
2024-09-05,36,9,Autumn,0,
2024-09-06,36,9,Autumn,0,
2024-09-07,36,9,Autumn,0,
2024-09-08,36,9,Autumn,0,
2024-09-09,37,9,Autumn,0,
2024-09-10,37,9,Autumn,0,
2024-09-11,37,9,Autumn,0,
2024-09-12,37,9,Autumn,0,
2024-09-13,37,9,Autumn,0,
2024-09-14,37,9,Autumn,0,
2024-09-15,37,9,Autumn,0,
2024-09-16,38,9,Autumn,0,
2024-09-17,38,9,Autumn,0,
2024-09-18,38,9,Autumn,0,
2024-09-19,38,9,Autumn,0,
2024-09-20,38,9,Autumn,0,
2024-09-21,38,9,Autumn,0,
2024-09-22,38,9,Autumn,0,
2024-09-23,39,9,Autumn,0,Mega Fest
2024-09-24,39,9,Autumn,0,Mega Fest
2024-09-25,39,9,Autumn,0,Mega Fest
2024-09-26,39,9,Autumn,0,Mega Fest
2024-09-27,39,9,Autumn,0,Mega Fest
2024-09-28,39,9,Autumn,0,Mega Fest
2024-09-29,39,9,Autumn,0,Mega Fest
2024-09-30,40,9,Autumn,0,Mega Fest
2024-10-01,40,10,Autumn,0,Mega Fest
2024-10-02,40,10,Autumn,1,Mega Fest
2024-10-03,40,10,Autumn,0,Mega Fest
2024-10-04,40,10,Autumn,0,Mega Fest
2024-10-05,40,10,Autumn,0,Mega Fest
2024-10-06,40,10,Autumn,0,Mega Fest
2024-10-07,41,10,Autumn,0,Mega Fest
2024-10-08,41,10,Autumn,0,Mega Fest
2024-10-09,41,10,Autumn,0,Spring Blowout
2024-10-10,41,10,Autumn,0,Spring Blowout
2024-10-11,41,10,Autumn,0,Spring Blowout
2024-10-12,41,10,Autumn,0,Spring Blowout
2024-10-13,41,10,Autumn,0,Spring Blowout
2024-10-14,42,10,Autumn,0,Spring Blowout
2024-10-15,42,10,Autumn,0,
2024-10-16,42,10,Autumn,0,
2024-10-17,42,10,Autumn,0,
2024-10-18,42,10,Autumn,0,
2024-10-19,42,10,Autumn,0,
2024-10-20,42,10,Autumn,0,
2024-10-21,43,10,Autumn,0,
2024-10-22,43,10,Autumn,0,Flash Offer
2024-10-23,43,10,Autumn,0,Flash Offer
2024-10-24,43,10,Autumn,0,Flash Offer
2024-10-25,43,10,Autumn,0,Flash Offer
2024-10-26,43,10,Autumn,0,Flash Offer
2024-10-27,43,10,Autumn,0,Flash Offer
2024-10-28,44,10,Autumn,0,Flash Offer
2024-10-29,44,10,Autumn,0,Flash Offer
2024-10-30,44,10,Autumn,0,Flash Offer
2024-10-31,44,10,Autumn,0,Flash Offer
2024-11-01,44,11,Autumn,0,Flash Offer
2024-11-02,44,11,Autumn,0,Flash Offer
2024-11-03,44,11,Autumn,0,Flash Offer
2024-11-04,45,11,Autumn,0,Flash Offer
2024-11-05,45,11,Autumn,0,Flash Offer
2024-11-06,45,11,Autumn,0,Mega Fest
2024-11-07,45,11,Autumn,0,Mega Fest
2024-11-08,45,11,Autumn,0,Mega Fest
2024-11-09,45,11,Autumn,0,Mega Fest
2024-11-10,45,11,Autumn,0,Mega Fest
2024-11-11,46,11,Autumn,0,Grand Blowout
2024-11-12,46,11,Autumn,0,Grand Blowout
2024-11-13,46,11,Autumn,0,Grand Blowout
2024-11-14,46,11,Autumn,0,Grand Blowout
2024-11-15,46,11,Autumn,0,Grand Blowout
2024-11-16,46,11,Autumn,0,Grand Blowout
2024-11-17,46,11,Autumn,0,Grand Blowout
2024-11-18,47,11,Autumn,0,Grand Blowout
2024-11-19,47,11,Autumn,0,Grand Blowout
2024-11-20,47,11,Autumn,0,Grand Blowout
2024-11-21,47,11,Autumn,0,Grand Blowout
2024-11-22,47,11,Autumn,0,Grand Blowout
2024-11-23,47,11,Autumn,0,Grand Blowout
2024-11-24,47,11,Autumn,0,Grand Blowout
2024-11-25,48,11,Autumn,0,Grand Blowout
2024-11-26,48,11,Autumn,0,Grand Blowout
2024-11-27,48,11,Autumn,0,
2024-11-28,48,11,Autumn,0,
2024-11-29,48,11,Autumn,0,
2024-11-30,48,11,Autumn,0,
2024-12-01,48,12,Winter,0,
2024-12-02,49,12,Winter,0,
2024-12-03,49,12,Winter,0,
2024-12-04,49,12,Winter,0,
2024-12-05,49,12,Winter,0,
2024-12-06,49,12,Winter,0,
2024-12-07,49,12,Winter,0,
2024-12-08,49,12,Winter,0,
2024-12-09,50,12,Winter,0,
2024-12-10,50,12,Winter,0,
2024-12-11,50,12,Winter,0,
2024-12-12,50,12,Winter,0,
2024-12-13,50,12,Winter,0,
2024-12-14,50,12,Winter,0,
2024-12-15,50,12,Winter,0,
2024-12-16,51,12,Winter,0,
2024-12-17,51,12,Winter,0,
2024-12-18,51,12,Winter,0,
2024-12-19,51,12,Winter,0,
2024-12-20,51,12,Winter,0,
2024-12-21,51,12,Winter,0,
2024-12-22,51,12,Winter,0,
2024-12-23,52,12,Winter,0,
2024-12-24,52,12,Winter,0,
2024-12-25,52,12,Winter,1,
2024-12-26,52,12,Winter,0,
2024-12-27,52,12,Winter,0,
2024-12-28,52,12,Winter,0,
2024-12-29,52,12,Winter,0,
2024-12-30,1,12,Winter,0,
2024-12-31,1,12,Winter,0,
2025-01-01,1,1,Winter,1,
2025-01-02,1,1,Winter,0,
2025-01-03,1,1,Winter,0,
2025-01-04,1,1,Winter,0,
2025-01-05,1,1,Winter,0,
2025-01-06,2,1,Winter,0,Festive Bonanza
2025-01-07,2,1,Winter,0,Festive Bonanza
2025-01-08,2,1,Winter,0,Festive Bonanza
2025-01-09,2,1,Winter,0,Festive Bonanza
2025-01-10,2,1,Winter,0,Festive Bonanza
2025-01-11,2,1,Winter,0,Festive Bonanza
2025-01-12,2,1,Winter,0,Festive Bonanza
2025-01-13,3,1,Winter,0,Festive Bonanza
2025-01-14,3,1,Winter,0,Festive Bonanza
2025-01-15,3,1,Winter,0,Festive Bonanza
2025-01-16,3,1,Winter,0,Festive Bonanza
2025-01-17,3,1,Winter,0,Festive Bonanza
2025-01-18,3,1,Winter,0,Festive Bonanza
2025-01-19,3,1,Winter,0,Festive Bonanza
2025-01-20,4,1,Winter,0,Festive Bonanza
2025-01-21,4,1,Winter,0,Festive Bonanza
2025-01-22,4,1,Winter,0,Festive Bonanza
2025-01-23,4,1,Winter,0,Festive Bonanza
2025-01-24,4,1,Winter,0,Festive Bonanza
2025-01-25,4,1,Winter,0,Festive Bonanza
2025-01-26,4,1,Winter,0,Festive Bonanza
2025-01-27,5,1,Winter,0,Festive Bonanza
2025-01-28,5,1,Winter,0,Festive Bonanza
2025-01-29,5,1,Winter,0,Festive Bonanza
2025-01-30,5,1,Winter,0,Festive Bonanza
2025-01-31,5,1,Winter,0,Festive Bonanza
2025-02-01,5,2,Winter,0,Festive Bonanza
2025-02-02,5,2,Winter,0,Festive Bonanza
2025-02-03,6,2,Winter,0,Festive Bonanza
2025-02-04,6,2,Winter,0,Mid-Season Blowout
2025-02-05,6,2,Winter,0,Mid-Season Blowout
2025-02-06,6,2,Winter,0,Mid-Season Blowout
2025-02-07,6,2,Winter,0,Mid-Season Deal Days
2025-02-08,6,2,Winter,0,Mid-Season Deal Days
2025-02-09,6,2,Winter,0,Mid-Season Deal Days
2025-02-10,7,2,Winter,0,Mid-Season Deal Days
2025-02-11,7,2,Winter,0,Mid-Season Deal Days
2025-02-12,7,2,Winter,0,Weekend Bonanza
2025-02-13,7,2,Winter,0,Weekend Bonanza
2025-02-14,7,2,Winter,0,Weekend Bonanza
2025-02-15,7,2,Winter,0,Weekend Bonanza
2025-02-16,7,2,Winter,0,Weekend Bonanza
2025-02-17,8,2,Winter,0,Weekend Bonanza
2025-02-18,8,2,Winter,0,Weekend Bonanza
2025-02-19,8,2,Winter,0,Weekend Bonanza
2025-02-20,8,2,Winter,0,Weekend Bonanza
2025-02-21,8,2,Winter,0,Weekend Bonanza
2025-02-22,8,2,Winter,0,Weekend Bonanza
2025-02-23,8,2,Winter,0,Weekend Bonanza
2025-02-24,9,2,Winter,0,Weekend Bonanza
2025-02-25,9,2,Winter,0,Weekend Bonanza
2025-02-26,9,2,Winter,0,Weekend Bonanza
2025-02-27,9,2,Winter,0,Weekend Bonanza
2025-02-28,9,2,Winter,0,Weekend Bonanza
2025-03-01,9,3,Spring,0,Weekend Bonanza
2025-03-02,9,3,Spring,0,Weekend Bonanza
2025-03-03,10,3,Spring,0,Weekend Bonanza
2025-03-04,10,3,Spring,0,Weekend Bonanza
2025-03-05,10,3,Spring,0,Weekend Bonanza
2025-03-06,10,3,Spring,0,Weekend Bonanza
2025-03-07,10,3,Spring,0,Weekend Bonanza
2025-03-08,10,3,Spring,0,Weekend Bonanza
2025-03-09,10,3,Spring,0,Weekend Bonanza
